table_name,policy_name,permissive,roles,cmd,using_expr,with_check_expr
incentive_vessel_rates,Incentive data users can insert vessel rates,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)"
incentive_vessel_rates,Menu override users can insert vessel rates,PERMISSIVE,authenticated,INSERT,"","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
incentive_vessel_rates,Authenticated users can read vessel rates,PERMISSIVE,authenticated,SELECT,true,""
incentive_vessel_rates,Incentive data users can view vessel rates,PERMISSIVE,authenticated,SELECT,"has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)",""
incentive_vessel_rates,Admins can update vessel rates,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
incentive_vessel_rates,Incentive data users can update vessel rates,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)","has_menu_access_override(auth.uid(), 'admin-incentive-data'::text)"
incentive_vessel_rates,Menu override users can update vessel rates,PERMISSIVE,authenticated,UPDATE,"has_menu_access_override(auth.uid(), 'admin-incentive'::text)","has_menu_access_override(auth.uid(), 'admin-incentive'::text)"
increment_eligibility_audit,Admin/HR PMS insert audit,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_eligibility_audit,Admin/HR PMS read audit,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
increment_eligibility_configs,Admin/HR PMS delete configs,PERMISSIVE,authenticated,DELETE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
increment_eligibility_configs,Admin/HR PMS insert configs,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_eligibility_configs,Admin/HR PMS read configs,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
increment_eligibility_configs,Admin/HR PMS update configs,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_eligibility_criteria,Admin/HR PMS delete criteria,PERMISSIVE,authenticated,DELETE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
increment_eligibility_criteria,Admin/HR PMS insert criteria,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_eligibility_criteria,Admin/HR PMS read criteria,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
increment_eligibility_criteria,Admin/HR PMS update criteria,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_eligibility_exclusions,Admin/HR PMS delete exclusions,PERMISSIVE,authenticated,DELETE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
increment_eligibility_exclusions,Admin/HR PMS insert exclusions,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_eligibility_exclusions,Admin/HR PMS read exclusions,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
increment_inputs,Admin delete inputs,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
increment_inputs,Admin/HR PMS insert inputs,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_inputs,Admin/HR PMS read inputs,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role))",""
increment_inputs,Admin/HR PMS update inputs,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
increment_method_configs,increment_method_configs_admin_hrpms_write,PERMISSIVE,authenticated,ALL,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_method_configs,increment_method_configs_read_authenticated,PERMISSIVE,authenticated,SELECT,true,""
increment_method_slabs,increment_method_slabs_admin_hrpms_write,PERMISSIVE,authenticated,ALL,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_method_slabs,increment_method_slabs_read_authenticated,PERMISSIVE,authenticated,SELECT,true,""
increment_run_items,Admin delete run items,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
increment_run_items,Admin/HR PMS write run items,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_run_items,Admin/HR PMS read run items,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role))",""
increment_run_items,Employee read own run item,PERMISSIVE,authenticated,SELECT,(employee_id = auth.uid()),""
increment_run_items,Admin/HR PMS update run items,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
increment_runs,Admin/HR PMS write runs,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_runs,Admin/HR PMS read runs,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role))",""
increment_runs,Admin/HR PMS update runs,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
increment_slabs,Admin delete slabs,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
increment_slabs,Admin/HR PMS write slabs,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_slabs,Admin/HR PMS read slabs,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role))",""
increment_slabs,Admin/HR PMS update slabs,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
increment_slabs_audit,Admin/HR PMS insert slab audit,PERMISSIVE,authenticated,INSERT,"","(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))"
increment_slabs_audit,Admin/HR PMS read slab audit,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role))",""
integration_connector_registry,integration_connector_registry_write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
integration_connector_registry,integration_connector_registry_read,PERMISSIVE,authenticated,SELECT,true,""
kpi_audit_logs,Admin can insert audit logs,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
kpi_audit_logs,System can insert audit logs,PERMISSIVE,public,INSERT,"",(performed_by = auth.uid())
kpi_audit_logs,Admins can view all audit logs,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
kpi_audit_logs,Auditors can view all audit logs,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'auditor'::app_role)",""
kpi_audit_logs,Management can view audit logs,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'management'::app_role)",""
kpi_audit_logs,Managers can view audit logs for their reports,PERMISSIVE,public,SELECT,"(has_role(auth.uid(), 'manager'::app_role) AND (EXISTS ( SELECT 1
   FROM (kpis k
     JOIN profiles p ON ((k.employee_id = p.id)))
  WHERE ((k.id = kpi_audit_logs.kpi_id) AND (p.reporting_manager_id = auth.uid())))))",""
kpi_audit_logs,Users can view audit logs for their KPIs,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = kpi_audit_logs.kpi_id) AND (k.employee_id = auth.uid()))))",""
kpi_definitions,Admins can delete kpi_definitions,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
kpi_definitions,Admins can insert kpi_definitions,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
kpi_definitions,Authenticated users can view kpi_definitions,PERMISSIVE,authenticated,SELECT,true,""
kpi_definitions,Admins can update kpi_definitions,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
kpi_dust_emission_rescale_2026_06,dust_rescale_admin_read,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
kpi_mention_access,Admins can manage all mention access,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
kpi_mention_access,Authenticated users can insert mention access grants,PERMISSIVE,authenticated,INSERT,"","((granted_by = auth.uid()) AND (user_id <> auth.uid()) AND (has_role(auth.uid(), 'admin'::app_role) OR (EXISTS ( SELECT 1
   FROM kpi_observations o
  WHERE ((o.kpi_id = kpi_mention_access.kpi_id) AND (o.created_by = auth.uid())))) OR (EXISTS ( SELECT 1
   FROM (kpi_observation_replies r
     JOIN kpi_observations o ON ((o.id = r.observation_id)))
  WHERE ((o.kpi_id = kpi_mention_access.kpi_id) AND (r.reply_by = auth.uid())))) OR (EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = kpi_mention_access.kpi_id) AND (k.employee_id = auth.uid()))))))"
kpi_mention_access,Users can view their own mention access grants,PERMISSIVE,authenticated,SELECT,(user_id = auth.uid()),""
kpi_name_aliases,Admins can delete kpi_name_aliases,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
kpi_name_aliases,Admins can insert kpi_name_aliases,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
kpi_name_aliases,Authenticated users can view kpi_name_aliases,PERMISSIVE,authenticated,SELECT,true,""
kpi_name_aliases,Admins can update kpi_name_aliases,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
kpi_observation_replies,Users can delete their own replies,PERMISSIVE,public,DELETE,(auth.uid() = reply_by),""
kpi_observation_replies,Authenticated users can create observation replies,PERMISSIVE,public,INSERT,"",(auth.uid() = reply_by)
kpi_observation_replies,Mentioned users can view observation replies,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM (kpi_observations o
     JOIN kpi_mention_access m ON ((m.kpi_id = o.kpi_id)))
  WHERE ((o.id = kpi_observation_replies.observation_id) AND (m.user_id = auth.uid()))))",""
kpi_observation_replies,Users can view replies for accessible observations,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM ((kpi_observations o
     JOIN kpis k ON ((k.id = o.kpi_id)))
     LEFT JOIN profiles p ON ((p.id = k.employee_id)))
  WHERE ((o.id = kpi_observation_replies.observation_id) AND ((k.employee_id = auth.uid()) OR (p.reporting_manager_id = auth.uid()) OR has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'auditor'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'skip_level'::app_role)))))",""
kpi_observation_replies,Authors can edit own reply within 24h,PERMISSIVE,authenticated,UPDATE,((auth.uid() = reply_by) AND (created_at > (now() - '24:00:00'::interval))),((auth.uid() = reply_by) AND (created_at > (now() - '24:00:00'::interval)))
kpi_observations,Users can delete own observations,PERMISSIVE,authenticated,DELETE,"((created_by = auth.uid()) OR has_role(auth.uid(), 'admin'::app_role))",""
kpi_observations,FM can insert observations on mapped employees,PERMISSIVE,authenticated,INSERT,"","((created_by = auth.uid()) AND (EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = kpi_observations.kpi_id) AND is_functional_manager_of(k.employee_id)))))"
kpi_observations,Users can create observations,PERMISSIVE,authenticated,INSERT,"","((created_by = auth.uid()) AND ((EXISTS ( SELECT 1
   FROM kpis
  WHERE ((kpis.id = kpi_observations.kpi_id) AND (kpis.employee_id = auth.uid())))) OR has_role(auth.uid(), 'manager'::app_role) OR has_role(auth.uid(), 'auditor'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role)))"
kpi_observations,FM can view observations of mapped employees,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = kpi_observations.kpi_id) AND is_functional_manager_of(k.employee_id))))",""
kpi_observations,HR PMS can view all observations,PERMISSIVE,authenticated,SELECT,"(has_role(auth.uid(), 'hr_pms'::app_role) AND ((visibility = 'public'::text) OR has_role(auth.uid(), 'auditor'::app_role) OR has_role(auth.uid(), 'admin'::app_role)))",""
kpi_observations,Mentioned users can view public observations,PERMISSIVE,authenticated,SELECT,"((visibility = 'public'::text) AND (EXISTS ( SELECT 1
   FROM kpi_mention_access
  WHERE ((kpi_mention_access.kpi_id = kpi_observations.kpi_id) AND (kpi_mention_access.user_id = auth.uid())))))",""
kpi_observations,Skip-level can view observations,PERMISSIVE,authenticated,SELECT,"(((visibility = 'public'::text) OR has_role(auth.uid(), 'auditor'::app_role) OR has_role(auth.uid(), 'admin'::app_role)) AND (EXISTS ( SELECT 1
   FROM (kpis k
     JOIN profiles p ON ((k.employee_id = p.id)))
  WHERE ((k.id = kpi_observations.kpi_id) AND (get_skip_level_manager(p.id) = auth.uid())))))",""
kpi_observations,Users can view observations for accessible KPIs,PERMISSIVE,authenticated,SELECT,"(((visibility = 'public'::text) OR has_role(auth.uid(), 'auditor'::app_role) OR has_role(auth.uid(), 'admin'::app_role)) AND (EXISTS ( SELECT 1
   FROM kpis
  WHERE ((kpis.id = kpi_observations.kpi_id) AND ((kpis.employee_id = auth.uid()) OR (EXISTS ( SELECT 1
           FROM profiles
          WHERE ((profiles.id = kpis.employee_id) AND (profiles.reporting_manager_id = auth.uid())))) OR has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'auditor'::app_role) OR has_role(auth.uid(), 'management'::app_role))))))",""
kpi_observations,Authors can edit own observation within 24h,PERMISSIVE,authenticated,UPDATE,((auth.uid() = created_by) AND (created_at > (now() - '24:00:00'::interval))),((auth.uid() = created_by) AND (created_at > (now() - '24:00:00'::interval)))
kpi_observations,Users can update own observations,PERMISSIVE,authenticated,UPDATE,"((created_by = auth.uid()) OR has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role))","((created_by = auth.uid()) OR has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'management'::app_role))"
kpi_queries,Admins can manage all queries,PERMISSIVE,public,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
kpi_queries,FM can raise queries on mapped employees,PERMISSIVE,authenticated,INSERT,"","((raised_by = auth.uid()) AND (EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = kpi_queries.kpi_id) AND is_functional_manager_of(k.employee_id)))))"
kpi_queries,Users can create queries,PERMISSIVE,public,INSERT,"",(raised_by = auth.uid())
kpi_queries,Auditors can view all queries,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'auditor'::app_role)",""
kpi_queries,FM can view queries of mapped employees,PERMISSIVE,authenticated,SELECT,"(EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = kpi_queries.kpi_id) AND is_functional_manager_of(k.employee_id))))",""
kpi_queries,HR PMS can view all queries,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'hr_pms'::app_role)",""
kpi_queries,Management can view all queries,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'management'::app_role)",""
kpi_queries,Managers can view queries for their reports,PERMISSIVE,public,SELECT,"(has_role(auth.uid(), 'manager'::app_role) AND (EXISTS ( SELECT 1
   FROM (kpis k
     JOIN profiles p ON ((k.employee_id = p.id)))
  WHERE ((k.id = kpi_queries.kpi_id) AND (p.reporting_manager_id = auth.uid())))))",""
kpi_queries,Skip-level managers can view reports queries,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM (kpis k
     JOIN profiles p ON ((k.employee_id = p.id)))
  WHERE ((k.id = kpi_queries.kpi_id) AND (get_skip_level_manager(p.id) = auth.uid()))))",""
kpi_queries,Users can view queries they raised or received,PERMISSIVE,public,SELECT,((raised_by = auth.uid()) OR (raised_to = auth.uid())),""
kpi_queries,Users can update queries they raised,PERMISSIVE,authenticated,UPDATE,(raised_by = auth.uid()),""
kpi_queries,Users can update queries they received,PERMISSIVE,public,UPDATE,(raised_to = auth.uid()),""
kpi_registry_audit_log,Admins can insert registry audit log,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
kpi_registry_audit_log,Admins can view registry audit log,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
kpi_rollback_requests,Users can create their own rollback requests,PERMISSIVE,authenticated,INSERT,"",(auth.uid() = requested_by)
kpi_rollback_requests,krr_select_scoped,PERMISSIVE,authenticated,SELECT,"((requested_by = auth.uid()) OR (EXISTS ( SELECT 1
   FROM kpis k
  WHERE ((k.id = kpi_rollback_requests.kpi_id) AND ((k.employee_id = auth.uid()) OR (EXISTS ( SELECT 1
           FROM profiles p
          WHERE ((p.id = k.employee_id) AND (p.reporting_manager_id = auth.uid())))))))) OR has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR has_role(auth.uid(), 'auditor'::app_role))",""
kpi_rollback_requests,Reviewers can action rollback requests,PERMISSIVE,authenticated,UPDATE,"((auth.uid() <> requested_by) AND (has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR has_role(auth.uid(), 'auditor'::app_role) OR (EXISTS ( SELECT 1
   FROM (kpis k
     JOIN profiles p ON ((p.id = k.employee_id)))
  WHERE ((k.id = kpi_rollback_requests.kpi_id) AND ((p.reporting_manager_id = auth.uid()) OR (EXISTS ( SELECT 1
           FROM profiles pm
          WHERE ((pm.id = p.reporting_manager_id) AND (pm.reporting_manager_id = auth.uid()))))))))))","((auth.uid() <> requested_by) AND (has_role(auth.uid(), 'admin'::app_role) OR has_role(auth.uid(), 'hr_pms'::app_role) OR has_role(auth.uid(), 'management'::app_role) OR has_role(auth.uid(), 'auditor'::app_role) OR (EXISTS ( SELECT 1
   FROM (kpis k
     JOIN profiles p ON ((p.id = k.employee_id)))
  WHERE ((k.id = kpi_rollback_requests.kpi_id) AND ((p.reporting_manager_id = auth.uid()) OR (EXISTS ( SELECT 1
           FROM profiles pm
          WHERE ((pm.id = p.reporting_manager_id) AND (pm.reporting_manager_id = auth.uid()))))))))))"
kpi_scanner_skips,Admins can delete skips,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
kpi_scanner_skips,Admins can insert skips,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
kpi_scanner_skips,Admins can view skips,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
kpi_standardization_actions,Admins can insert standardization actions,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
kpi_standardization_actions,Admins can read standardization actions,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
kpi_templates,Admins can manage kpi_templates,PERMISSIVE,public,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
kpi_templates,Authenticated users can view kpi_templates,PERMISSIVE,authenticated,SELECT,true,""
kpis,Admins can manage all KPIs,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
kpis,Admins can delete KPIs,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
kpis,Consolidated KPI view access,PERMISSIVE,authenticated,SELECT,"can_view_kpi_row(id, employee_id, is_org_level, category_id, kra_name, kpi_name)",""
kpis,FM can view KPIs of mapped employees,PERMISSIVE,authenticated,SELECT,is_functional_manager_of(employee_id),""
kpis,Admin can update KPI status,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)",""
kpis,Auditors can update KPI status,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'auditor'::app_role)",""
kpis,Data owners can update org-level KPI status,PERMISSIVE,public,UPDATE,"((is_org_level = true) AND (EXISTS ( SELECT 1
   FROM org_kpi_data_owners o
  WHERE ((o.category_id = kpis.category_id) AND (o.kra_name = kpis.kra_name) AND (o.kpi_name = kpis.kpi_name) AND (o.owner_id = auth.uid())))))",""
kpis,FM can update KPI status on FM stage,PERMISSIVE,authenticated,UPDATE,(is_functional_manager_of(employee_id) AND (status = 'functional_manager_check'::review_status)),is_functional_manager_of(employee_id)
kpis,HR PMS can update KPI status during review,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'hr_pms'::app_role)",""
kpis,Management can update KPI status during review,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'management'::app_role) AND (status = 'management_review'::review_status))","has_role(auth.uid(), 'management'::app_role)"
kpis,Managers can update reports KPI status,PERMISSIVE,authenticated,UPDATE,"(has_role(auth.uid(), 'manager'::app_role) AND (EXISTS ( SELECT 1
   FROM profiles
  WHERE ((profiles.id = kpis.employee_id) AND (profiles.reporting_manager_id = auth.uid())))))",""
kpis,Skip-level managers can update reports KPI status,PERMISSIVE,authenticated,UPDATE,"(EXISTS ( SELECT 1
   FROM profiles p
  WHERE ((p.id = kpis.employee_id) AND (get_skip_level_manager(p.id) = auth.uid()))))",""
kpis,Users can update their own KPIs,PERMISSIVE,authenticated,UPDATE,((employee_id = auth.uid()) AND (status = 'kra_set'::review_status)),"((employee_id = auth.uid()) AND (status = ANY (ARRAY['kra_set'::review_status, 'self_review'::review_status])))"
kra_categories,Admins can manage kra_categories,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
kra_categories,Authenticated users can view kra_categories,PERMISSIVE,authenticated,SELECT,true,""
kra_rollover_logs,Admins can insert rollover logs,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
kra_rollover_logs,Admins can view rollover logs,PERMISSIVE,public,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
levels,Admins can delete levels,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
levels,Admins can insert levels,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
levels,Authenticated users can read levels,PERMISSIVE,authenticated,SELECT,true,""
levels,Admins can update levels,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)",""
locations,Admins manage locations - delete,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
locations,Admins manage locations - insert,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
locations,Locations readable by authenticated,PERMISSIVE,authenticated,SELECT,true,""
locations,Admins manage locations - update,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
menu_access_config,Admins can manage menu config,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
menu_access_config,Anyone authenticated can read menu config,PERMISSIVE,authenticated,SELECT,true,""
menu_access_user_overrides,Admins can delete menu user overrides,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
menu_access_user_overrides,Admins can insert menu user overrides,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
menu_access_user_overrides,Users see own menu overrides; admins see all,PERMISSIVE,authenticated,SELECT,"((user_id = auth.uid()) OR has_role(auth.uid(), 'admin'::app_role))",""
menu_access_user_overrides,Admins can update menu user overrides,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
menu_override_audit,menu_override_audit_admin_insert,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
menu_override_audit,menu_override_audit_admin_read,PERMISSIVE,authenticated,SELECT,"has_role(auth.uid(), 'admin'::app_role)",""
menu_overrides,menu_overrides_admin_delete,PERMISSIVE,authenticated,DELETE,"has_role(auth.uid(), 'admin'::app_role)",""
menu_overrides,menu_overrides_admin_insert,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
menu_overrides,menu_overrides_read_all_authenticated,PERMISSIVE,authenticated,SELECT,true,""
menu_overrides,menu_overrides_admin_update,PERMISSIVE,authenticated,UPDATE,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
menu_registry,menu_registry_admin_write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'admin'::app_role)","has_role(auth.uid(), 'admin'::app_role)"
menu_registry,menu_registry_read_all_authenticated,PERMISSIVE,authenticated,SELECT,true,""
module_registry,module_registry_write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
module_registry,module_registry_read,PERMISSIVE,authenticated,SELECT,true,""
modules,Admins can manage modules,PERMISSIVE,public,ALL,"has_role(auth.uid(), 'admin'::app_role)",""
modules,Modules are viewable by authenticated users,PERMISSIVE,authenticated,SELECT,true,""
notification_event_registry,notification_event_registry_write,PERMISSIVE,authenticated,ALL,"has_role(auth.uid(), 'platform_owner'::app_role)","has_role(auth.uid(), 'platform_owner'::app_role)"
notification_event_registry,notification_event_registry_read,PERMISSIVE,authenticated,SELECT,true,""
notifications,Notifications insert requires sender relationship,PERMISSIVE,authenticated,INSERT,"","((auth.uid() IS NOT NULL) AND (user_id IS NOT NULL) AND can_send_notification_to(auth.uid(), user_id))"
notifications,Users can view own notifications,PERMISSIVE,public,SELECT,(user_id = auth.uid()),""
notifications,Users can update own notifications,PERMISSIVE,public,UPDATE,(user_id = auth.uid()),""
okv_migration_history,Admins insert okv migration history,PERMISSIVE,authenticated,INSERT,"","has_role(auth.uid(), 'admin'::app_role)"
