table_name,ordinal_position,column_name,data_type,udt_name,is_nullable,column_default,max_len
increment_method_configs,1,id,uuid,uuid,NO,gen_random_uuid(),""
increment_method_configs,2,assessment_year,text,text,NO,"",""
increment_method_configs,3,company_id,uuid,uuid,YES,"",""
increment_method_configs,4,division_id,uuid,uuid,YES,"",""
increment_method_configs,5,business_unit_id,uuid,uuid,YES,"",""
increment_method_configs,6,category_id,uuid,uuid,YES,"",""
increment_method_configs,7,level_id,uuid,uuid,YES,"",""
increment_method_configs,8,location_id,uuid,uuid,YES,"",""
increment_method_configs,9,method,USER-DEFINED,increment_method_type,NO,'full'::increment_method_type,""
increment_method_configs,10,version,integer,int4,NO,1,""
increment_method_configs,11,status,USER-DEFINED,config_status,NO,'active'::config_status,""
increment_method_configs,12,copied_from_config_id,uuid,uuid,YES,"",""
increment_method_configs,13,notes,text,text,YES,"",""
increment_method_configs,14,created_by,uuid,uuid,YES,"",""
increment_method_configs,15,created_at,timestamp with time zone,timestamptz,NO,now(),""
increment_method_configs,16,updated_at,timestamp with time zone,timestamptz,NO,now(),""
increment_method_configs,17,joining_month_cutoff_day,smallint,int2,YES,"",""
increment_method_configs,18,eligibility_cutoff_month,smallint,int2,YES,"",""
increment_method_configs,19,eligibility_cutoff_day,smallint,int2,YES,"",""
increment_method_configs,20,carry_forward_post_cutoff,boolean,bool,NO,false,""
increment_method_slabs,1,id,uuid,uuid,NO,gen_random_uuid(),""
increment_method_slabs,2,method_config_id,uuid,uuid,NO,"",""
increment_method_slabs,3,from_months,numeric,numeric,NO,"",""
increment_method_slabs,4,to_months,numeric,numeric,YES,"",""
increment_method_slabs,5,percent_of_slab,numeric,numeric,NO,"",""
increment_method_slabs,6,sort_order,integer,int4,NO,0,""
increment_method_slabs,7,created_at,timestamp with time zone,timestamptz,NO,now(),""
increment_run_items,1,id,uuid,uuid,NO,gen_random_uuid(),""
increment_run_items,2,run_id,uuid,uuid,NO,"",""
increment_run_items,3,employee_id,uuid,uuid,NO,"",""
increment_run_items,4,pms_score,numeric,numeric,YES,"",""
increment_run_items,5,rating_band,text,text,YES,"",""
increment_run_items,6,slab_percent,numeric,numeric,YES,"",""
increment_run_items,7,eligibility_status,text,text,NO,"",""
increment_run_items,8,ineligibility_reason,text,text,YES,"",""
increment_run_items,9,method_used,text,text,YES,"",""
increment_run_items,10,eligible_percent,numeric,numeric,YES,"",""
increment_run_items,11,service_months,numeric,numeric,YES,"",""
increment_run_items,12,current_salary,numeric,numeric,YES,"",""
increment_run_items,13,increment_amount,numeric,numeric,YES,"",""
increment_run_items,14,revised_salary,numeric,numeric,YES,"",""
increment_run_items,15,remarks,text,text,YES,"",""
increment_run_items,16,created_at,timestamp with time zone,timestamptz,NO,now(),""
increment_run_items,17,confirmation_treatment,USER-DEFINED,confirmation_increment_treatment,YES,"",""
increment_run_items,18,confirmation_granted,boolean,bool,YES,"",""
increment_run_items,19,confirmation_effective_date,date,date,YES,"",""
increment_run_items,20,period_covered_months,numeric,numeric,YES,"",""
increment_run_items,21,balance_eligible_months,numeric,numeric,YES,"",""
increment_run_items,22,carry_forward_months,numeric,numeric,YES,"",""
increment_run_items,23,final_eligible_months,numeric,numeric,YES,"",""
increment_run_items,24,adjustment_reason,text,text,YES,"",""
increment_run_items,25,criteria_exempt,boolean,bool,NO,false,""
increment_run_items,26,exemption_reason,text,text,YES,"",""
increment_run_items,27,manually_edited,boolean,bool,NO,false,""
increment_run_items,28,edited_by,uuid,uuid,YES,"",""
increment_run_items,29,edited_at,timestamp with time zone,timestamptz,YES,"",""
increment_run_items,30,transition_key,text,text,YES,"",""
increment_run_items,31,pre_confirmation_status,text,text,YES,"",""
increment_run_items,32,transition_source,text,text,YES,"",""
increment_run_items,33,evidence_urls,jsonb,jsonb,NO,'[]'::jsonb,""
increment_run_items,34,post_cutoff_joiner,boolean,bool,YES,"",""
increment_run_items,35,post_cutoff_carry_forward_months,smallint,int2,YES,"",""
increment_runs,1,id,uuid,uuid,NO,gen_random_uuid(),""
increment_runs,2,assessment_year,text,text,NO,"",""
increment_runs,3,scope_snapshot,jsonb,jsonb,NO,'{}'::jsonb,""
increment_runs,4,triggered_by,uuid,uuid,YES,"",""
increment_runs,5,triggered_at,timestamp with time zone,timestamptz,NO,now(),""
increment_runs,6,completed_at,timestamp with time zone,timestamptz,YES,"",""
increment_runs,7,status,text,text,NO,'running'::text,""
increment_runs,8,summary,jsonb,jsonb,NO,'{}'::jsonb,""
increment_runs,9,error_message,text,text,YES,"",""
increment_slabs,1,id,uuid,uuid,NO,gen_random_uuid(),""
increment_slabs,2,assessment_year,text,text,NO,"",""
increment_slabs,3,increment_period,text,text,YES,"",""
increment_slabs,4,rating_from,numeric,numeric,NO,"",""
increment_slabs,5,rating_to,numeric,numeric,NO,"",""
increment_slabs,6,increment_percent,numeric,numeric,NO,"",""
increment_slabs,7,prorate_on_doj,boolean,bool,NO,true,""
increment_slabs,8,company_ids,ARRAY,_uuid,NO,'{}'::uuid[],""
increment_slabs,9,division_ids,ARRAY,_uuid,NO,'{}'::uuid[],""
increment_slabs,10,business_unit_ids,ARRAY,_uuid,NO,'{}'::uuid[],""
increment_slabs,11,location_ids,ARRAY,_uuid,NO,'{}'::uuid[],""
increment_slabs,12,employee_category_ids,ARRAY,_uuid,NO,'{}'::uuid[],""
increment_slabs,13,level_ids,ARRAY,_uuid,NO,'{}'::uuid[],""
increment_slabs,14,extra_attributes,jsonb,jsonb,NO,'{}'::jsonb,""
increment_slabs,15,sort_order,integer,int4,NO,0,""
increment_slabs,16,status,text,text,NO,'active'::text,""
increment_slabs,17,version,integer,int4,NO,1,""
increment_slabs,18,created_by,uuid,uuid,YES,"",""
increment_slabs,19,created_at,timestamp with time zone,timestamptz,NO,now(),""
increment_slabs,20,updated_at,timestamp with time zone,timestamptz,NO,now(),""
increment_slabs_audit,1,id,uuid,uuid,NO,gen_random_uuid(),""
increment_slabs_audit,2,slab_id,uuid,uuid,YES,"",""
increment_slabs_audit,3,assessment_year,text,text,YES,"",""
increment_slabs_audit,4,action,text,text,NO,"",""
increment_slabs_audit,5,previous_value,jsonb,jsonb,YES,"",""
increment_slabs_audit,6,new_value,jsonb,jsonb,YES,"",""
increment_slabs_audit,7,changed_by,uuid,uuid,YES,"",""
increment_slabs_audit,8,changed_at,timestamp with time zone,timestamptz,NO,now(),""
integration_connector_registry,1,connector_key,text,text,NO,"",""
integration_connector_registry,2,module_key,text,text,NO,"",""
integration_connector_registry,3,label,text,text,NO,"",""
integration_connector_registry,4,client_id,uuid,uuid,YES,"",""
integration_connector_registry,5,created_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_audit_logs,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_audit_logs,2,kpi_id,uuid,uuid,NO,"",""
kpi_audit_logs,3,submission_id,uuid,uuid,YES,"",""
kpi_audit_logs,4,action,text,text,NO,"",""
kpi_audit_logs,5,performed_by,uuid,uuid,YES,"",""
kpi_audit_logs,6,old_value,jsonb,jsonb,YES,"",""
kpi_audit_logs,7,new_value,jsonb,jsonb,YES,"",""
kpi_audit_logs,8,metadata,jsonb,jsonb,YES,"",""
kpi_audit_logs,9,created_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_audit_logs,10,on_behalf_of,uuid,uuid,YES,"",""
kpi_audit_logs,11,on_behalf_role,text,text,YES,"",""
kpi_definitions,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_definitions,2,canonical_kra_name,text,text,NO,"",""
kpi_definitions,3,canonical_kpi_name,text,text,NO,"",""
kpi_definitions,4,category_id,uuid,uuid,NO,"",""
kpi_definitions,5,created_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_definitions,6,updated_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_dust_emission_rescale_2026_06,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_dust_emission_rescale_2026_06,2,kpi_id,uuid,uuid,NO,"",""
kpi_dust_emission_rescale_2026_06,3,submission_id,uuid,uuid,YES,"",""
kpi_dust_emission_rescale_2026_06,4,employee_id,uuid,uuid,YES,"",""
kpi_dust_emission_rescale_2026_06,5,old_uom_type,text,text,YES,"",""
kpi_dust_emission_rescale_2026_06,6,old_threshold_mode,text,text,YES,"",""
kpi_dust_emission_rescale_2026_06,7,old_r5,text,text,YES,"",""
kpi_dust_emission_rescale_2026_06,8,old_r4,text,text,YES,"",""
kpi_dust_emission_rescale_2026_06,9,old_r3,text,text,YES,"",""
kpi_dust_emission_rescale_2026_06,10,old_r2,text,text,YES,"",""
kpi_dust_emission_rescale_2026_06,11,old_r1,text,text,YES,"",""
kpi_dust_emission_rescale_2026_06,12,old_r0,text,text,YES,"",""
kpi_dust_emission_rescale_2026_06,13,old_criteria,text,text,YES,"",""
kpi_dust_emission_rescale_2026_06,14,old_qualitative_options,jsonb,jsonb,YES,"",""
kpi_dust_emission_rescale_2026_06,15,old_submission,jsonb,jsonb,YES,"",""
kpi_dust_emission_rescale_2026_06,16,captured_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_dust_emission_rescale_2026_06,17,captured_by,uuid,uuid,YES,"",""
kpi_dust_emission_rescale_2026_06,18,note,text,text,YES,"",""
kpi_mention_access,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_mention_access,2,kpi_id,uuid,uuid,NO,"",""
kpi_mention_access,3,user_id,uuid,uuid,NO,"",""
kpi_mention_access,4,granted_by,uuid,uuid,YES,"",""
kpi_mention_access,5,created_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_name_aliases,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_name_aliases,2,definition_id,uuid,uuid,NO,"",""
kpi_name_aliases,3,variant_kra_name,text,text,NO,"",""
kpi_name_aliases,4,variant_kpi_name,text,text,NO,"",""
kpi_name_aliases,5,category_id,uuid,uuid,NO,"",""
kpi_name_aliases,6,created_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_observation_replies,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_observation_replies,2,observation_id,uuid,uuid,NO,"",""
kpi_observation_replies,3,reply_by,uuid,uuid,NO,"",""
kpi_observation_replies,4,reply_text,text,text,NO,"",""
kpi_observation_replies,5,evidence_urls,jsonb,jsonb,YES,"",""
kpi_observation_replies,6,created_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_observation_replies,7,edited_at,timestamp with time zone,timestamptz,YES,"",""
kpi_observations,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_observations,2,kpi_id,uuid,uuid,NO,"",""
kpi_observations,3,created_by,uuid,uuid,NO,"",""
kpi_observations,4,observer_role,text,text,NO,"",""
kpi_observations,5,observation_type,USER-DEFINED,observation_type,NO,'neutral'::observation_type,""
kpi_observations,6,score_impact,integer,int4,NO,0,""
kpi_observations,7,title,text,text,NO,"",""
kpi_observations,8,description,text,text,YES,"",""
kpi_observations,9,evidence_url,text,text,YES,"",""
kpi_observations,10,is_applied,boolean,bool,NO,false,""
kpi_observations,11,reviewed_by,uuid,uuid,YES,"",""
kpi_observations,12,reviewed_at,timestamp with time zone,timestamptz,YES,"",""
kpi_observations,13,created_at,timestamp with time zone,timestamptz,YES,now(),""
kpi_observations,14,updated_at,timestamp with time zone,timestamptz,YES,now(),""
kpi_observations,15,evidence_urls,jsonb,jsonb,YES,'[]'::jsonb,""
kpi_observations,16,status,text,text,NO,'open'::text,""
kpi_observations,17,ticket_number,text,text,YES,"('OBS-'::text || lpad((nextval('observation_ticket_seq'::regclass))::text, 5, '0'::text))",""
kpi_observations,18,visibility,text,text,NO,'public'::text,""
kpi_observations,19,edited_at,timestamp with time zone,timestamptz,YES,"",""
kpi_queries,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_queries,2,kpi_id,uuid,uuid,NO,"",""
kpi_queries,3,entity_type,USER-DEFINED,query_entity_type,NO,'kpi'::query_entity_type,""
kpi_queries,4,raised_by,uuid,uuid,NO,"",""
kpi_queries,5,raised_to,uuid,uuid,NO,"",""
kpi_queries,6,reason,text,text,NO,"",""
kpi_queries,7,evidence_url,text,text,YES,"",""
kpi_queries,8,resolution_notes,text,text,YES,"",""
kpi_queries,9,status,USER-DEFINED,query_status,NO,'open'::query_status,""
kpi_queries,10,created_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_queries,11,resolved_at,timestamp with time zone,timestamptz,YES,"",""
kpi_queries,12,updated_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_queries,13,resolution_evidence_url,text,text,YES,"",""
kpi_queries,14,evidence_urls,jsonb,jsonb,YES,'[]'::jsonb,""
kpi_queries,15,resolution_evidence_urls,jsonb,jsonb,YES,'[]'::jsonb,""
kpi_queries,16,query_type,text,text,NO,'query'::text,""
kpi_queries,17,ticket_number,text,text,YES,"('Q-'::text || lpad((nextval('query_ticket_seq'::regclass))::text, 5, '0'::text))",""
kpi_registry_audit_log,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_registry_audit_log,2,action,text,text,NO,"",""
kpi_registry_audit_log,3,performed_by,uuid,uuid,YES,"",""
kpi_registry_audit_log,4,category_id,uuid,uuid,YES,"",""
kpi_registry_audit_log,5,primary_definition_id,uuid,uuid,YES,"",""
kpi_registry_audit_log,6,affected_definition_id,uuid,uuid,YES,"",""
kpi_registry_audit_log,7,payload,jsonb,jsonb,NO,'{}'::jsonb,""
kpi_registry_audit_log,8,reason,text,text,YES,"",""
kpi_registry_audit_log,9,created_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_rollback_requests,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_rollback_requests,2,kpi_id,uuid,uuid,NO,"",""
kpi_rollback_requests,3,requested_by,uuid,uuid,NO,"",""
kpi_rollback_requests,4,requested_from_status,text,text,NO,"",""
kpi_rollback_requests,5,target_status,text,text,NO,"",""
kpi_rollback_requests,6,reason,text,text,NO,"",""
kpi_rollback_requests,7,status,text,text,NO,'pending'::text,""
kpi_rollback_requests,8,actioned_by,uuid,uuid,YES,"",""
kpi_rollback_requests,9,actioned_at,timestamp with time zone,timestamptz,YES,"",""
kpi_rollback_requests,10,created_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_scanner_skips,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_scanner_skips,2,category_id,uuid,uuid,NO,"",""
kpi_scanner_skips,3,normalized_kpi,text,text,NO,"",""
kpi_scanner_skips,4,skipped_by,uuid,uuid,YES,"",""
kpi_scanner_skips,5,skipped_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_scanner_skips,6,reason,text,text,YES,"",""
kpi_standardization_actions,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_standardization_actions,2,action_type,text,text,NO,"",""
kpi_standardization_actions,3,definition_id,uuid,uuid,YES,"",""
kpi_standardization_actions,4,category_id,uuid,uuid,YES,"",""
kpi_standardization_actions,5,payload,jsonb,jsonb,NO,'{}'::jsonb,""
kpi_standardization_actions,6,affected_row_count,integer,int4,NO,0,""
kpi_standardization_actions,7,performed_by,uuid,uuid,YES,"",""
kpi_standardization_actions,8,performed_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_standardization_actions,9,reversed_at,timestamp with time zone,timestamptz,YES,"",""
kpi_standardization_actions,10,reversed_by,uuid,uuid,YES,"",""
kpi_standardization_actions,11,reverse_notes,text,text,YES,"",""
kpi_templates,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpi_templates,2,title,text,text,NO,"",""
kpi_templates,3,description,text,text,YES,"",""
kpi_templates,4,category_id,uuid,uuid,YES,"",""
kpi_templates,5,kra_name,text,text,NO,"",""
kpi_templates,6,kpi_name,text,text,NO,"",""
kpi_templates,7,uom,text,text,YES,"",""
kpi_templates,8,target_value,numeric,numeric,YES,"",""
kpi_templates,9,weightage,numeric,numeric,YES,0,""
kpi_templates,10,criteria,text,text,YES,'Higher is Better'::text,""
kpi_templates,11,frequency,text,text,YES,"",""
kpi_templates,12,source_of_data,text,text,YES,"",""
kpi_templates,13,r5,text,text,YES,"",""
kpi_templates,14,r4,text,text,YES,"",""
kpi_templates,15,r3,text,text,YES,"",""
kpi_templates,16,r2,text,text,YES,"",""
kpi_templates,17,r1,text,text,YES,"",""
kpi_templates,18,r0,text,text,YES,"",""
kpi_templates,19,applicable_roles,ARRAY,_text,YES,'{}'::text[],""
kpi_templates,20,is_active,boolean,bool,YES,true,""
kpi_templates,21,created_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_templates,22,updated_at,timestamp with time zone,timestamptz,NO,now(),""
kpi_templates,23,created_by,uuid,uuid,YES,"",""
kpi_templates,24,uom_type,text,text,YES,'numeric'::text,""
kpi_templates,25,qualitative_options,jsonb,jsonb,YES,"",""
kpi_templates,26,require_resubmit_reason,boolean,bool,YES,true,""
kpi_templates,27,threshold_mode,text,text,YES,'absolute'::text,""
kpis,1,id,uuid,uuid,NO,gen_random_uuid(),""
kpis,2,category_id,uuid,uuid,NO,"",""
kpis,3,employee_id,uuid,uuid,NO,"",""
kpis,4,kra_name,text,text,NO,"",""
kpis,5,kpi_name,text,text,NO,"",""
kpis,6,uom,text,text,YES,"",""
kpis,7,criteria,text,text,YES,"",""
kpis,8,target_value,numeric,numeric,YES,"",""
kpis,9,weightage,numeric,numeric,YES,0,""
kpis,10,review_period,text,text,YES,"",""
kpis,11,review_year,integer,int4,YES,EXTRACT(year FROM CURRENT_DATE),""
kpis,12,status,USER-DEFINED,review_status,YES,'kra_set'::review_status,""
kpis,13,created_at,timestamp with time zone,timestamptz,NO,now(),""
kpis,14,updated_at,timestamp with time zone,timestamptz,NO,now(),""
kpis,15,r5,text,text,YES,"",""
kpis,16,r4,text,text,YES,"",""
kpis,17,r3,text,text,YES,"",""
kpis,18,r2,text,text,YES,"",""
kpis,19,r1,text,text,YES,"",""
kpis,20,r0,text,text,YES,"",""
kpis,21,frequency,text,text,YES,"",""
kpis,22,source_of_data,text,text,YES,"",""
kpis,23,is_org_level,boolean,bool,YES,false,""
kpis,24,uom_type,text,text,YES,'numeric'::text,""
kpis,25,qualitative_options,jsonb,jsonb,YES,"",""
kpis,26,org_level_scope,text,text,YES,'organization'::text,""
kpis,27,sub_frequency,text,text,YES,"",""
kpis,28,frequency_cycle_start,text,text,YES,"",""
kpis,29,is_frequency_locked,boolean,bool,YES,false,""
kpis,30,require_resubmit_reason,boolean,bool,YES,true,""
kpis,31,day_count_type,character varying,varchar,YES,'working_days'::character varying,20
kpis,32,threshold_mode,text,text,YES,'absolute'::text,""
kpis,33,ref_code,text,text,YES,"",""
kpis,34,is_issued,boolean,bool,YES,false,""
kpis,35,weightage_variance_acknowledged,boolean,bool,NO,false,""
kpis,36,source_template_id,uuid,uuid,YES,"",""
kpis,37,kpi_definition_id,uuid,uuid,YES,"",""
kpis,38,kpi_group_type,text,text,NO,'individual'::text,""
kpis,39,division_id,uuid,uuid,YES,"",""
kpis,40,business_unit_id,uuid,uuid,YES,"",""
kpis,41,location_id,uuid,uuid,YES,"",""
kpis,42,pms_grade_id,uuid,uuid,YES,"",""
kpis,43,level_id,uuid,uuid,YES,"",""
kra_categories,1,id,uuid,uuid,NO,gen_random_uuid(),""
kra_categories,2,name,text,text,NO,"",""
kra_categories,3,weightage,numeric,numeric,NO,0,""
kra_categories,4,color,text,text,YES,'#3B82F6'::text,""
kra_categories,5,description,text,text,YES,"",""
kra_categories,6,created_at,timestamp with time zone,timestamptz,NO,now(),""
kra_categories,7,is_org_level,boolean,bool,NO,false,""
kra_categories,8,org_scoring_mode,text,text,YES,'individual'::text,""
kra_rollover_logs,1,id,uuid,uuid,NO,gen_random_uuid(),""
kra_rollover_logs,2,source_period,text,text,NO,"",""
kra_rollover_logs,3,source_year,integer,int4,NO,"",""
kra_rollover_logs,4,target_period,text,text,NO,"",""
kra_rollover_logs,5,target_year,integer,int4,NO,"",""
kra_rollover_logs,6,kpis_copied,integer,int4,NO,0,""
kra_rollover_logs,7,employees_affected,integer,int4,NO,0,""
kra_rollover_logs,8,triggered_by,text,text,NO,'system'::text,""
kra_rollover_logs,9,status,text,text,NO,'completed'::text,""
kra_rollover_logs,10,error_message,text,text,YES,"",""
kra_rollover_logs,11,created_at,timestamp with time zone,timestamptz,YES,now(),""
kra_rollover_logs,12,details,jsonb,jsonb,YES,"",""
levels,1,id,uuid,uuid,NO,gen_random_uuid(),""
levels,2,name,text,text,NO,"",""
levels,3,code,text,text,YES,"",""
levels,4,description,text,text,YES,"",""
levels,5,created_at,timestamp with time zone,timestamptz,NO,now(),""
levels,6,company_id,uuid,uuid,YES,"",""
locations,1,id,uuid,uuid,NO,gen_random_uuid(),""
locations,2,name,text,text,NO,"",""
locations,3,code,text,text,YES,"",""
locations,4,company_id,uuid,uuid,YES,"",""
locations,5,is_active,boolean,bool,NO,true,""
locations,6,created_at,timestamp with time zone,timestamptz,NO,now(),""
locations,7,updated_at,timestamp with time zone,timestamptz,NO,now(),""
menu_access_config,1,id,uuid,uuid,NO,gen_random_uuid(),""
menu_access_config,2,menu_key,text,text,NO,"",""
menu_access_config,3,menu_name,text,text,NO,"",""
menu_access_config,4,section,text,text,NO,"",""
menu_access_config,5,allowed_roles,ARRAY,_text,NO,'{}'::text[],""
menu_access_config,6,display_order,integer,int4,NO,0,""
menu_access_config,7,created_at,timestamp with time zone,timestamptz,YES,now(),""
menu_access_config,8,updated_at,timestamp with time zone,timestamptz,YES,now(),""
menu_access_user_overrides,1,id,uuid,uuid,NO,gen_random_uuid(),""
menu_access_user_overrides,2,menu_key,text,text,NO,"",""
menu_access_user_overrides,3,user_id,uuid,uuid,NO,"",""
menu_access_user_overrides,4,granted_by,uuid,uuid,YES,"",""
menu_access_user_overrides,5,created_at,timestamp with time zone,timestamptz,YES,now(),""
menu_override_audit,1,id,uuid,uuid,NO,gen_random_uuid(),""
menu_override_audit,2,menu_key,text,text,NO,"",""
menu_override_audit,3,client_id,uuid,uuid,YES,"",""
menu_override_audit,4,field,text,text,NO,"",""
menu_override_audit,5,old_value,text,text,YES,"",""
menu_override_audit,6,new_value,text,text,YES,"",""
menu_override_audit,7,changed_by,uuid,uuid,YES,"",""
menu_override_audit,8,changed_at,timestamp with time zone,timestamptz,NO,now(),""
menu_overrides,1,id,uuid,uuid,NO,gen_random_uuid(),""
menu_overrides,2,menu_key,text,text,NO,"",""
menu_overrides,3,client_id,uuid,uuid,YES,"",""
menu_overrides,4,custom_label,text,text,YES,"",""
menu_overrides,5,custom_parent_key,text,text,YES,"",""
menu_overrides,6,custom_sort_order,integer,int4,YES,"",""
menu_overrides,7,is_active,boolean,bool,NO,true,""
menu_overrides,8,updated_by,uuid,uuid,YES,"",""
menu_overrides,9,updated_at,timestamp with time zone,timestamptz,NO,now(),""
menu_overrides,10,created_at,timestamp with time zone,timestamptz,NO,now(),""
menu_overrides,11,custom_menu_level,smallint,int2,YES,"",""
menu_overrides,12,custom_module_key,text,text,YES,"",""
menu_registry,1,menu_key,text,text,NO,"",""
menu_registry,2,default_label,text,text,NO,"",""
menu_registry,3,module_key,text,text,NO,'pms'::text,""
menu_registry,4,default_parent_key,text,text,YES,"",""
menu_registry,5,menu_level,smallint,int2,NO,"",""
menu_registry,6,route_path,text,text,YES,"",""
menu_registry,7,icon_name,text,text,YES,"",""
menu_registry,8,default_sort_order,integer,int4,NO,100,""
menu_registry,9,accepts_children,boolean,bool,NO,false,""
menu_registry,10,is_renamable,boolean,bool,NO,true,""
menu_registry,11,is_movable,boolean,bool,NO,true,""
menu_registry,12,is_cross_app_movable,boolean,bool,NO,false,""
menu_registry,13,is_system_required,boolean,bool,NO,false,""
menu_registry,14,feature_key,text,text,YES,"",""
menu_registry,15,permission_key,text,text,YES,"",""
menu_registry,16,created_at,timestamp with time zone,timestamptz,NO,now(),""
menu_registry,17,updated_at,timestamp with time zone,timestamptz,NO,now(),""
menu_registry,18,is_custom,boolean,bool,NO,false,""
menu_registry,19,color,text,text,YES,"",""
menu_registry,20,created_by,uuid,uuid,YES,"",""
module_registry,1,module_key,text,text,NO,"",""
module_registry,2,label,text,text,NO,"",""
module_registry,3,description,text,text,YES,"",""
module_registry,4,is_system,boolean,bool,NO,false,""
module_registry,5,sort_order,integer,int4,NO,100,""
module_registry,6,client_id,uuid,uuid,YES,"",""
module_registry,7,entitlement_source,text,text,NO,'db'::text,""
module_registry,8,entitlement_version,text,text,YES,"",""
module_registry,9,valid_from,timestamp with time zone,timestamptz,YES,"",""
module_registry,10,valid_until,timestamp with time zone,timestamptz,YES,"",""
module_registry,11,signature_hash,text,text,YES,"",""
module_registry,12,created_at,timestamp with time zone,timestamptz,NO,now(),""
module_registry,13,updated_at,timestamp with time zone,timestamptz,NO,now(),""
modules,1,id,uuid,uuid,NO,gen_random_uuid(),""
modules,2,code,text,text,NO,"",""
modules,3,name,text,text,NO,"",""
modules,4,description,text,text,YES,"",""
modules,5,icon,text,text,NO,"",""
modules,6,color,text,text,YES,'primary'::text,""
modules,7,route,text,text,NO,"",""
modules,8,is_enabled,boolean,bool,YES,true,""
modules,9,display_order,integer,int4,YES,0,""
modules,10,created_at,timestamp with time zone,timestamptz,YES,now(),""
notification_event_registry,1,event_key,text,text,NO,"",""
notification_event_registry,2,module_key,text,text,NO,"",""
notification_event_registry,3,label,text,text,NO,"",""
notification_event_registry,4,client_id,uuid,uuid,YES,"",""
notification_event_registry,5,created_at,timestamp with time zone,timestamptz,NO,now(),""
notifications,1,id,uuid,uuid,NO,gen_random_uuid(),""
notifications,2,user_id,uuid,uuid,NO,"",""
notifications,3,type,text,text,NO,"",""
notifications,4,title,text,text,NO,"",""
notifications,5,message,text,text,NO,"",""
notifications,6,kpi_id,uuid,uuid,YES,"",""
notifications,7,related_user_id,uuid,uuid,YES,"",""
notifications,8,is_read,boolean,bool,NO,false,""
notifications,9,metadata,jsonb,jsonb,YES,'{}'::jsonb,""
notifications,10,created_at,timestamp with time zone,timestamptz,NO,now(),""
notifications,11,snoozed_until,timestamp with time zone,timestamptz,YES,"",""
notifications,12,snooze_count,integer,int4,NO,0,""
okv_migration_history,1,id,uuid,uuid,NO,gen_random_uuid(),""
okv_migration_history,2,category_id,uuid,uuid,NO,"",""
okv_migration_history,3,kra_name,text,text,NO,"",""
okv_migration_history,4,kpi_name,text,text,NO,"",""
okv_migration_history,5,review_period,text,text,NO,"",""
okv_migration_history,6,review_year,integer,int4,NO,"",""
okv_migration_history,7,action,text,text,NO,"",""
okv_migration_history,8,old_scope,text,text,NO,"",""
okv_migration_history,9,new_scope,text,text,NO,"",""
okv_migration_history,10,original_okv_id,uuid,uuid,YES,"",""
okv_migration_history,11,new_okv_id,uuid,uuid,YES,"",""
okv_migration_history,12,original_payload,jsonb,jsonb,YES,"",""
okv_migration_history,13,migrated_by,uuid,uuid,YES,"",""
okv_migration_history,14,triggered_by,uuid,uuid,YES,"",""
okv_migration_history,15,migrated_at,timestamp with time zone,timestamptz,NO,now(),""
org_head_config,1,id,uuid,uuid,NO,gen_random_uuid(),""
org_head_config,2,company_id,uuid,uuid,YES,"",""
org_head_config,3,hr_business_unit_id,uuid,uuid,YES,"",""
org_head_config,4,hr_head_user_id,uuid,uuid,YES,"",""
org_head_config,5,hr_head_source,text,text,NO,'auto'::text,""
org_head_config,6,hr_head_updated_at,timestamp with time zone,timestamptz,YES,"",""
org_head_config,7,hr_head_updated_by,uuid,uuid,YES,"",""
org_head_config,8,created_at,timestamp with time zone,timestamptz,NO,now(),""
org_head_config,9,updated_at,timestamp with time zone,timestamptz,NO,now(),""
org_kpi_data_entry_logs,1,id,uuid,uuid,NO,gen_random_uuid(),""
org_kpi_data_entry_logs,2,org_kpi_value_id,uuid,uuid,YES,"",""
org_kpi_data_entry_logs,3,category_id,uuid,uuid,NO,"",""
