table_name,index_name,definition
menu_access_user_overrides,menu_access_user_overrides_pkey,CREATE UNIQUE INDEX menu_access_user_overrides_pkey ON public.menu_access_user_overrides USING btree (id)
menu_override_audit,menu_override_audit_menu_idx,"CREATE INDEX menu_override_audit_menu_idx ON public.menu_override_audit USING btree (menu_key, changed_at DESC)"
menu_override_audit,menu_override_audit_pkey,CREATE UNIQUE INDEX menu_override_audit_pkey ON public.menu_override_audit USING btree (id)
menu_overrides,menu_overrides_active_idx,CREATE INDEX menu_overrides_active_idx ON public.menu_overrides USING btree (is_active) WHERE is_active
menu_overrides,menu_overrides_pkey,CREATE UNIQUE INDEX menu_overrides_pkey ON public.menu_overrides USING btree (id)
menu_overrides,menu_overrides_unique_key_client,"CREATE UNIQUE INDEX menu_overrides_unique_key_client ON public.menu_overrides USING btree (menu_key, COALESCE((client_id)::text, '__global__'::text))"
menu_registry,menu_registry_pkey,CREATE UNIQUE INDEX menu_registry_pkey ON public.menu_registry USING btree (menu_key)
module_registry,module_registry_pkey,CREATE UNIQUE INDEX module_registry_pkey ON public.module_registry USING btree (module_key)
modules,modules_code_key,CREATE UNIQUE INDEX modules_code_key ON public.modules USING btree (code)
modules,modules_pkey,CREATE UNIQUE INDEX modules_pkey ON public.modules USING btree (id)
mv_safety_audit_scoreboard,idx_mv_safety_audit_bu,CREATE UNIQUE INDEX idx_mv_safety_audit_bu ON public.mv_safety_audit_scoreboard USING btree (business_unit_id)
mv_safety_dept_risk_trend,uq_mv_safety_dept_risk_trend,"CREATE UNIQUE INDEX uq_mv_safety_dept_risk_trend ON public.mv_safety_dept_risk_trend USING btree (COALESCE(department_id, '00000000-0000-0000-0000-000000000000'::uuid), month)"
mv_safety_incident_monthly_trend,idx_mv_safety_trend_bu_month,"CREATE UNIQUE INDEX idx_mv_safety_trend_bu_month ON public.mv_safety_incident_monthly_trend USING btree (COALESCE(business_unit_id, '00000000-0000-0000-0000-000000000000'::uuid), month_start)"
mv_safety_incidents_open_vs_closed,idx_mv_safety_oc_bu,CREATE UNIQUE INDEX idx_mv_safety_oc_bu ON public.mv_safety_incidents_open_vs_closed USING btree (business_unit_id)
mv_safety_permit_throughput,idx_mv_safety_permit_bu,CREATE UNIQUE INDEX idx_mv_safety_permit_bu ON public.mv_safety_permit_throughput USING btree (business_unit_id)
mv_safety_recurrence,uq_mv_safety_recurrence,"CREATE UNIQUE INDEX uq_mv_safety_recurrence ON public.mv_safety_recurrence USING btree (location_label, incident_type, COALESCE(business_unit_id, '00000000-0000-0000-0000-000000000000'::uuid), COALESCE(department_id, '00000000-0000-0000-0000-000000000000'::uuid))"
mv_safety_severity_rate,idx_mv_safety_sev_bu,CREATE UNIQUE INDEX idx_mv_safety_sev_bu ON public.mv_safety_severity_rate USING btree (business_unit_id)
mv_safety_top_root_causes,uq_mv_safety_top_root_causes,"CREATE UNIQUE INDEX uq_mv_safety_top_root_causes ON public.mv_safety_top_root_causes USING btree (cause, severity)"
notification_event_registry,notification_event_registry_pkey,CREATE UNIQUE INDEX notification_event_registry_pkey ON public.notification_event_registry USING btree (event_key)
notifications,idx_notifications_user_unread,"CREATE INDEX idx_notifications_user_unread ON public.notifications USING btree (user_id, is_read, created_at DESC)"
notifications,notifications_pkey,CREATE UNIQUE INDEX notifications_pkey ON public.notifications USING btree (id)
okv_migration_history,idx_okv_migration_history_lookup,"CREATE INDEX idx_okv_migration_history_lookup ON public.okv_migration_history USING btree (category_id, kra_name, kpi_name, review_period, review_year)"
okv_migration_history,okv_migration_history_pkey,CREATE UNIQUE INDEX okv_migration_history_pkey ON public.okv_migration_history USING btree (id)
org_head_config,org_head_config_company_id_key,CREATE UNIQUE INDEX org_head_config_company_id_key ON public.org_head_config USING btree (company_id)
org_head_config,org_head_config_pkey,CREATE UNIQUE INDEX org_head_config_pkey ON public.org_head_config USING btree (id)
org_kpi_data_entry_logs,idx_org_kpi_data_entry_logs_lookup,"CREATE INDEX idx_org_kpi_data_entry_logs_lookup ON public.org_kpi_data_entry_logs USING btree (category_id, kra_name, kpi_name, review_period, review_year)"
org_kpi_data_entry_logs,idx_org_kpi_data_entry_logs_value_id,CREATE INDEX idx_org_kpi_data_entry_logs_value_id ON public.org_kpi_data_entry_logs USING btree (org_kpi_value_id)
org_kpi_data_entry_logs,idx_org_kpi_entry_logs_key_created,"CREATE INDEX idx_org_kpi_entry_logs_key_created ON public.org_kpi_data_entry_logs USING btree (category_id, kra_name, kpi_name, review_period, review_year, created_at DESC)"
org_kpi_data_entry_logs,idx_org_kpi_logs_lookup,"CREATE INDEX idx_org_kpi_logs_lookup ON public.org_kpi_data_entry_logs USING btree (category_id, kra_name, kpi_name, review_period, review_year, created_at DESC)"
org_kpi_data_entry_logs,org_kpi_data_entry_logs_pkey,CREATE UNIQUE INDEX org_kpi_data_entry_logs_pkey ON public.org_kpi_data_entry_logs USING btree (id)
org_kpi_data_owners,idx_okdo_business_unit_id,CREATE INDEX idx_okdo_business_unit_id ON public.org_kpi_data_owners USING btree (business_unit_id) WHERE (business_unit_id IS NOT NULL)
org_kpi_data_owners,idx_okdo_department_id,CREATE INDEX idx_okdo_department_id ON public.org_kpi_data_owners USING btree (department_id) WHERE (department_id IS NOT NULL)
org_kpi_data_owners,idx_okdo_division_id,CREATE INDEX idx_okdo_division_id ON public.org_kpi_data_owners USING btree (division_id) WHERE (division_id IS NOT NULL)
org_kpi_data_owners,idx_okdo_level_id,CREATE INDEX idx_okdo_level_id ON public.org_kpi_data_owners USING btree (level_id) WHERE (level_id IS NOT NULL)
org_kpi_data_owners,idx_okdo_location_id,CREATE INDEX idx_okdo_location_id ON public.org_kpi_data_owners USING btree (location_id) WHERE (location_id IS NOT NULL)
org_kpi_data_owners,idx_okdo_norm_triple,"CREATE INDEX idx_okdo_norm_triple ON public.org_kpi_data_owners USING btree (category_id, normalize_kpi_text(kra_name), normalize_kpi_text(kpi_name), owner_id)"
org_kpi_data_owners,idx_okdo_pms_grade_id,CREATE INDEX idx_okdo_pms_grade_id ON public.org_kpi_data_owners USING btree (pms_grade_id) WHERE (pms_grade_id IS NOT NULL)
org_kpi_data_owners,idx_okdo_scope,CREATE INDEX idx_okdo_scope ON public.org_kpi_data_owners USING btree (org_level_scope)
org_kpi_data_owners,org_kpi_data_owners_category_id_kra_name_kpi_name_owner_id_key,"CREATE UNIQUE INDEX org_kpi_data_owners_category_id_kra_name_kpi_name_owner_id_key ON public.org_kpi_data_owners USING btree (category_id, kra_name, kpi_name, owner_id)"
org_kpi_data_owners,org_kpi_data_owners_pkey,CREATE UNIQUE INDEX org_kpi_data_owners_pkey ON public.org_kpi_data_owners USING btree (id)
org_kpi_owner_key_backup,org_kpi_owner_key_backup_pkey,CREATE UNIQUE INDEX org_kpi_owner_key_backup_pkey ON public.org_kpi_owner_key_backup USING btree (id)
org_kpi_value_history,idx_org_kpi_value_history_created,CREATE INDEX idx_org_kpi_value_history_created ON public.org_kpi_value_history USING btree (created_at DESC)
org_kpi_value_history,idx_org_kpi_value_history_lookup,"CREATE INDEX idx_org_kpi_value_history_lookup ON public.org_kpi_value_history USING btree (category_id, kra_name, kpi_name, review_period, review_year)"
org_kpi_value_history,idx_org_kpi_value_history_value_id,CREATE INDEX idx_org_kpi_value_history_value_id ON public.org_kpi_value_history USING btree (org_kpi_value_id)
org_kpi_value_history,org_kpi_value_history_pkey,CREATE UNIQUE INDEX org_kpi_value_history_pkey ON public.org_kpi_value_history USING btree (id)
org_kpi_values,idx_okv_business_unit_id,CREATE INDEX idx_okv_business_unit_id ON public.org_kpi_values USING btree (business_unit_id) WHERE (business_unit_id IS NOT NULL)
org_kpi_values,idx_okv_division_id,CREATE INDEX idx_okv_division_id ON public.org_kpi_values USING btree (division_id) WHERE (division_id IS NOT NULL)
org_kpi_values,idx_okv_level_id,CREATE INDEX idx_okv_level_id ON public.org_kpi_values USING btree (level_id) WHERE (level_id IS NOT NULL)
org_kpi_values,idx_okv_location_id,CREATE INDEX idx_okv_location_id ON public.org_kpi_values USING btree (location_id) WHERE (location_id IS NOT NULL)
org_kpi_values,idx_okv_lookup_norm,"CREATE INDEX idx_okv_lookup_norm ON public.org_kpi_values USING btree (review_year, review_period, category_id, normalize_kpi_text(kra_name), normalize_kpi_text(kpi_name))"
org_kpi_values,idx_okv_norm_triple,"CREATE INDEX idx_okv_norm_triple ON public.org_kpi_values USING btree (category_id, normalize_kpi_text(kra_name), normalize_kpi_text(kpi_name))"
org_kpi_values,idx_okv_pms_grade_id,CREATE INDEX idx_okv_pms_grade_id ON public.org_kpi_values USING btree (pms_grade_id) WHERE (pms_grade_id IS NOT NULL)
org_kpi_values,idx_org_kpi_values_department,CREATE INDEX idx_org_kpi_values_department ON public.org_kpi_values USING btree (department_id) WHERE (department_id IS NOT NULL)
org_kpi_values,idx_org_kpi_values_employee,CREATE INDEX idx_org_kpi_values_employee ON public.org_kpi_values USING btree (employee_id) WHERE (employee_id IS NOT NULL)
org_kpi_values,idx_org_kpi_values_lookup,"CREATE INDEX idx_org_kpi_values_lookup ON public.org_kpi_values USING btree (category_id, review_period, review_year)"
org_kpi_values,org_kpi_values_pkey,CREATE UNIQUE INDEX org_kpi_values_pkey ON public.org_kpi_values USING btree (id)
org_kpi_values,org_kpi_values_scope_unique_idx,"CREATE UNIQUE INDEX org_kpi_values_scope_unique_idx ON public.org_kpi_values USING btree (category_id, kra_name, kpi_name, review_period, review_year, COALESCE(department_id, '00000000-0000-0000-0000-000000000000'::uuid), COALESCE(employee_id, '00000000-0000-0000-0000-000000000000'::uuid))"
password_rollout_logs,idx_password_rollout_logs_user_id,CREATE INDEX idx_password_rollout_logs_user_id ON public.password_rollout_logs USING btree (user_id)
password_rollout_logs,password_rollout_logs_pkey,CREATE UNIQUE INDEX password_rollout_logs_pkey ON public.password_rollout_logs USING btree (id)
performance_improvement_plans,idx_pip_employee,CREATE INDEX idx_pip_employee ON public.performance_improvement_plans USING btree (employee_id)
performance_improvement_plans,idx_pip_initiated_by,CREATE INDEX idx_pip_initiated_by ON public.performance_improvement_plans USING btree (initiated_by)
performance_improvement_plans,idx_pip_status,CREATE INDEX idx_pip_status ON public.performance_improvement_plans USING btree (status)
performance_improvement_plans,performance_improvement_plans_pkey,CREATE UNIQUE INDEX performance_improvement_plans_pkey ON public.performance_improvement_plans USING btree (id)
performance_reviews,idx_performance_reviews_employee_id,CREATE INDEX idx_performance_reviews_employee_id ON public.performance_reviews USING btree (employee_id)
performance_reviews,performance_reviews_pkey,CREATE UNIQUE INDEX performance_reviews_pkey ON public.performance_reviews USING btree (id)
pip_audit_logs,idx_pip_audit_pip,CREATE INDEX idx_pip_audit_pip ON public.pip_audit_logs USING btree (pip_id)
pip_audit_logs,pip_audit_logs_pkey,CREATE UNIQUE INDEX pip_audit_logs_pkey ON public.pip_audit_logs USING btree (id)
pip_milestones,idx_pip_milestones_date,CREATE INDEX idx_pip_milestones_date ON public.pip_milestones USING btree (milestone_date)
pip_milestones,idx_pip_milestones_pip,CREATE INDEX idx_pip_milestones_pip ON public.pip_milestones USING btree (pip_id)
pip_milestones,pip_milestones_pkey,CREATE UNIQUE INDEX pip_milestones_pkey ON public.pip_milestones USING btree (id)
pms_evidence_compression_jobs,idx_pms_compress_pending,"CREATE INDEX idx_pms_compress_pending ON public.pms_evidence_compression_jobs USING btree (status, enqueued_at) WHERE (status = ANY (ARRAY['pending'::text, 'failed'::text]))"
pms_evidence_compression_jobs,pms_evidence_compression_jobs_pkey,CREATE UNIQUE INDEX pms_evidence_compression_jobs_pkey ON public.pms_evidence_compression_jobs USING btree (id)
pms_evidence_compression_jobs,pms_evidence_compression_jobs_source_table_source_id_source_key,"CREATE UNIQUE INDEX pms_evidence_compression_jobs_source_table_source_id_source_key ON public.pms_evidence_compression_jobs USING btree (source_table, source_id, source_column, array_index, original_url)"
pms_grades,pms_grades_name_key,CREATE UNIQUE INDEX pms_grades_name_key ON public.pms_grades USING btree (name)
pms_grades,pms_grades_pkey,CREATE UNIQUE INDEX pms_grades_pkey ON public.pms_grades USING btree (id)
privacy_consent_settings,idx_privacy_consent_settings_module,CREATE INDEX idx_privacy_consent_settings_module ON public.privacy_consent_settings USING btree (module_key)
privacy_consent_settings,privacy_consent_settings_key_unique,CREATE UNIQUE INDEX privacy_consent_settings_key_unique ON public.privacy_consent_settings USING btree (consent_key)
privacy_consent_settings,privacy_consent_settings_pkey,CREATE UNIQUE INDEX privacy_consent_settings_pkey ON public.privacy_consent_settings USING btree (id)
production_daily_entries,production_daily_entries_pkey,CREATE UNIQUE INDEX production_daily_entries_pkey ON public.production_daily_entries USING btree (id)
production_daily_entries,production_daily_entries_program_id_employee_id_month_year_key,"CREATE UNIQUE INDEX production_daily_entries_program_id_employee_id_month_year_key ON public.production_daily_entries USING btree (program_id, employee_id, month, year)"
production_targets,production_targets_pkey,CREATE UNIQUE INDEX production_targets_pkey ON public.production_targets USING btree (id)
production_targets,production_targets_program_id_business_unit_id_sub_unit_lab_key,"CREATE UNIQUE INDEX production_targets_program_id_business_unit_id_sub_unit_lab_key ON public.production_targets USING btree (program_id, business_unit_id, sub_unit_label, slab_category, month, year)"
profiles,idx_profiles_active_designation,"CREATE INDEX idx_profiles_active_designation ON public.profiles USING btree (is_active, designation) WHERE ((is_active = true) AND (designation IS NOT NULL))"
profiles,idx_profiles_active_fullname,"CREATE INDEX idx_profiles_active_fullname ON public.profiles USING btree (is_active, full_name) WHERE (is_active = true)"
profiles,idx_profiles_active_manager,CREATE INDEX idx_profiles_active_manager ON public.profiles USING btree (reporting_manager_id) WHERE (is_active = true)
profiles,idx_profiles_employee_code_lower_active,CREATE INDEX idx_profiles_employee_code_lower_active ON public.profiles USING btree (lower(employee_code)) WHERE (is_active = true)
profiles,idx_profiles_functional_manager_id,CREATE INDEX idx_profiles_functional_manager_id ON public.profiles USING btree (functional_manager_id) WHERE (functional_manager_id IS NOT NULL)
profiles,idx_profiles_is_dummy_employee,CREATE INDEX idx_profiles_is_dummy_employee ON public.profiles USING btree (is_dummy_employee) WHERE (is_dummy_employee = true)
profiles,idx_profiles_level_id,CREATE INDEX idx_profiles_level_id ON public.profiles USING btree (level_id) WHERE (level_id IS NOT NULL)
profiles,idx_profiles_location_id,CREATE INDEX idx_profiles_location_id ON public.profiles USING btree (location_id)
profiles,idx_profiles_pms_grade_id,CREATE INDEX idx_profiles_pms_grade_id ON public.profiles USING btree (pms_grade_id) WHERE (pms_grade_id IS NOT NULL)
profiles,idx_profiles_reporting_manager_id,CREATE INDEX idx_profiles_reporting_manager_id ON public.profiles USING btree (reporting_manager_id)
profiles,profiles_employee_code_key,CREATE UNIQUE INDEX profiles_employee_code_key ON public.profiles USING btree (employee_code)
profiles,profiles_pkey,CREATE UNIQUE INDEX profiles_pkey ON public.profiles USING btree (id)
profiles,ux_profiles_email_ci,CREATE UNIQUE INDEX ux_profiles_email_ci ON public.profiles USING btree (lower(email)) WHERE (email IS NOT NULL)
registry_suggestion_dismissals,registry_suggestion_dismissals_pkey,"CREATE UNIQUE INDEX registry_suggestion_dismissals_pkey ON public.registry_suggestion_dismissals USING btree (kind, left_id, right_id)"
report_access_config,report_access_config_pkey,CREATE UNIQUE INDEX report_access_config_pkey ON public.report_access_config USING btree (id)
report_access_config,report_access_config_report_key_key,CREATE UNIQUE INDEX report_access_config_report_key_key ON public.report_access_config USING btree (report_key)
report_access_user_overrides,report_access_user_overrides_pkey,CREATE UNIQUE INDEX report_access_user_overrides_pkey ON public.report_access_user_overrides USING btree (id)
report_access_user_overrides,report_access_user_overrides_report_key_user_id_key,"CREATE UNIQUE INDEX report_access_user_overrides_report_key_user_id_key ON public.report_access_user_overrides USING btree (report_key, user_id)"
report_field_override_audit,report_field_override_audit_pkey,CREATE UNIQUE INDEX report_field_override_audit_pkey ON public.report_field_override_audit USING btree (id)
report_field_overrides,report_field_overrides_pkey,CREATE UNIQUE INDEX report_field_overrides_pkey ON public.report_field_overrides USING btree (id)
report_field_overrides,report_field_overrides_uniq,"CREATE UNIQUE INDEX report_field_overrides_uniq ON public.report_field_overrides USING btree (report_id, field_key, COALESCE((client_id)::text, '__global__'::text)) WHERE (is_active = true)"
report_field_registry,report_field_registry_pkey,CREATE UNIQUE INDEX report_field_registry_pkey ON public.report_field_registry USING btree (id)
report_field_registry,report_field_registry_report_id_field_key_key,"CREATE UNIQUE INDEX report_field_registry_report_id_field_key_key ON public.report_field_registry USING btree (report_id, field_key)"
report_registry,report_registry_pkey,CREATE UNIQUE INDEX report_registry_pkey ON public.report_registry USING btree (report_id)
report_registry,report_registry_report_key_key,CREATE UNIQUE INDEX report_registry_report_key_key ON public.report_registry USING btree (report_key)
report_registry_v2,report_registry_v2_pkey,CREATE UNIQUE INDEX report_registry_v2_pkey ON public.report_registry_v2 USING btree (report_key)
retention_policies,idx_retention_policies_module,CREATE INDEX idx_retention_policies_module ON public.retention_policies USING btree (module_key)
retention_policies,retention_policies_domain_key_unique,CREATE UNIQUE INDEX retention_policies_domain_key_unique ON public.retention_policies USING btree (domain_key)
retention_policies,retention_policies_pkey,CREATE UNIQUE INDEX retention_policies_pkey ON public.retention_policies USING btree (id)
review_action_notes,idx_ran_applicable_from,CREATE INDEX idx_ran_applicable_from ON public.review_action_notes USING btree (applicable_from)
review_action_notes,idx_ran_assignee,CREATE INDEX idx_ran_assignee ON public.review_action_notes USING btree (assignee_id)
review_action_notes,idx_ran_created_by,CREATE INDEX idx_ran_created_by ON public.review_action_notes USING btree (created_by)
review_action_notes,idx_ran_period,CREATE INDEX idx_ran_period ON public.review_action_notes USING btree (period_id)
review_action_notes,idx_ran_status,CREATE INDEX idx_ran_status ON public.review_action_notes USING btree (status)
review_action_notes,idx_ran_subject,CREATE INDEX idx_ran_subject ON public.review_action_notes USING btree (subject_employee_id)
review_action_notes,review_action_notes_pkey,CREATE UNIQUE INDEX review_action_notes_pkey ON public.review_action_notes USING btree (id)
review_period_audit_log,review_period_audit_log_pkey,CREATE UNIQUE INDEX review_period_audit_log_pkey ON public.review_period_audit_log USING btree (id)
review_period_auto_rules,idx_review_period_auto_rules_created_by,CREATE INDEX idx_review_period_auto_rules_created_by ON public.review_period_auto_rules USING btree (created_by)
review_period_auto_rules,review_period_auto_rules_pkey,CREATE UNIQUE INDEX review_period_auto_rules_pkey ON public.review_period_auto_rules USING btree (id)
review_period_locks,idx_rpl_active_period_type,"CREATE INDEX idx_rpl_active_period_type ON public.review_period_locks USING btree (review_period_id, lock_type) WHERE (is_locked = true)"
review_period_locks,review_period_locks_pkey,CREATE UNIQUE INDEX review_period_locks_pkey ON public.review_period_locks USING btree (id)
review_period_locks,review_period_locks_unique_target,"CREATE UNIQUE INDEX review_period_locks_unique_target ON public.review_period_locks USING btree (review_period_id, lock_type, COALESCE(target_id, '__global__'::text))"
review_period_stages,review_period_stages_pkey,CREATE UNIQUE INDEX review_period_stages_pkey ON public.review_period_stages USING btree (id)
review_periods,review_periods_period_name_review_year_key,"CREATE UNIQUE INDEX review_periods_period_name_review_year_key ON public.review_periods USING btree (period_name, review_year)"
review_periods,review_periods_pkey,CREATE UNIQUE INDEX review_periods_pkey ON public.review_periods USING btree (id)
review_submissions,idx_review_submissions_kpi_id,CREATE INDEX idx_review_submissions_kpi_id ON public.review_submissions USING btree (kpi_id)
review_submissions,review_submissions_kpi_id_unique,CREATE UNIQUE INDEX review_submissions_kpi_id_unique ON public.review_submissions USING btree (kpi_id)
review_submissions,review_submissions_pkey,CREATE UNIQUE INDEX review_submissions_pkey ON public.review_submissions USING btree (id)
safety_asset_calibrations,idx_safety_asset_cal_asset,"CREATE INDEX idx_safety_asset_cal_asset ON public.safety_asset_calibrations USING btree (asset_id, performed_at DESC)"
safety_asset_calibrations,safety_asset_calibrations_pkey,CREATE UNIQUE INDEX safety_asset_calibrations_pkey ON public.safety_asset_calibrations USING btree (id)
safety_asset_evidence,idx_safety_asset_evidence_asset,CREATE INDEX idx_safety_asset_evidence_asset ON public.safety_asset_evidence USING btree (asset_id)
safety_asset_evidence,safety_asset_evidence_pkey,CREATE UNIQUE INDEX safety_asset_evidence_pkey ON public.safety_asset_evidence USING btree (id)
safety_assets,idx_safety_assets_bu,CREATE INDEX idx_safety_assets_bu ON public.safety_assets USING btree (business_unit_id)
safety_assets,idx_safety_assets_category,CREATE INDEX idx_safety_assets_category ON public.safety_assets USING btree (category)
safety_assets,idx_safety_assets_dept,CREATE INDEX idx_safety_assets_dept ON public.safety_assets USING btree (department_id)
safety_assets,idx_safety_assets_expires,CREATE INDEX idx_safety_assets_expires ON public.safety_assets USING btree (calibration_expires_at) WHERE (calibration_required = true)
safety_assets,idx_safety_assets_status,CREATE INDEX idx_safety_assets_status ON public.safety_assets USING btree (status)
safety_assets,safety_assets_asset_code_key,CREATE UNIQUE INDEX safety_assets_asset_code_key ON public.safety_assets USING btree (asset_code)
safety_assets,safety_assets_pkey,CREATE UNIQUE INDEX safety_assets_pkey ON public.safety_assets USING btree (id)
safety_audit_log,safety_audit_log_created_idx,CREATE INDEX safety_audit_log_created_idx ON public.safety_audit_log USING btree (created_at DESC)
safety_audit_log,safety_audit_log_entity_idx,"CREATE INDEX safety_audit_log_entity_idx ON public.safety_audit_log USING btree (entity_type, entity_id)"
safety_audit_log,safety_audit_log_pkey,CREATE UNIQUE INDEX safety_audit_log_pkey ON public.safety_audit_log USING btree (id)
safety_audit_run_responses,idx_safety_audit_resp_run,CREATE INDEX idx_safety_audit_resp_run ON public.safety_audit_run_responses USING btree (run_id)
safety_audit_run_responses,safety_audit_run_responses_pkey,CREATE UNIQUE INDEX safety_audit_run_responses_pkey ON public.safety_audit_run_responses USING btree (id)
safety_audit_run_responses,safety_audit_run_responses_run_id_item_id_key,"CREATE UNIQUE INDEX safety_audit_run_responses_run_id_item_id_key ON public.safety_audit_run_responses USING btree (run_id, item_id)"
safety_audit_runs,idx_safety_audit_runs_bu,CREATE INDEX idx_safety_audit_runs_bu ON public.safety_audit_runs USING btree (business_unit_id)
safety_audit_runs,idx_safety_audit_runs_status,CREATE INDEX idx_safety_audit_runs_status ON public.safety_audit_runs USING btree (status)
safety_audit_runs,idx_safety_audit_runs_tpl,"CREATE INDEX idx_safety_audit_runs_tpl ON public.safety_audit_runs USING btree (template_id, conducted_at DESC)"
safety_audit_runs,safety_audit_runs_pkey,CREATE UNIQUE INDEX safety_audit_runs_pkey ON public.safety_audit_runs USING btree (id)
safety_audit_template_items,idx_safety_audit_items_tpl,"CREATE INDEX idx_safety_audit_items_tpl ON public.safety_audit_template_items USING btree (template_id, sort_order)"
safety_audit_template_items,safety_audit_template_items_pkey,CREATE UNIQUE INDEX safety_audit_template_items_pkey ON public.safety_audit_template_items USING btree (id)
safety_audit_templates,idx_safety_audit_templates_active,CREATE INDEX idx_safety_audit_templates_active ON public.safety_audit_templates USING btree (is_active)
safety_audit_templates,safety_audit_templates_code_key,CREATE UNIQUE INDEX safety_audit_templates_code_key ON public.safety_audit_templates USING btree (code)
safety_audit_templates,safety_audit_templates_pkey,CREATE UNIQUE INDEX safety_audit_templates_pkey ON public.safety_audit_templates USING btree (id)
safety_drill_findings,idx_safety_drill_findings_drill,CREATE INDEX idx_safety_drill_findings_drill ON public.safety_drill_findings USING btree (drill_id)
safety_drill_findings,safety_drill_findings_pkey,CREATE UNIQUE INDEX safety_drill_findings_pkey ON public.safety_drill_findings USING btree (id)
safety_drill_participants,idx_safety_drill_participants_drill,CREATE INDEX idx_safety_drill_participants_drill ON public.safety_drill_participants USING btree (drill_id)
safety_drill_participants,safety_drill_participants_drill_id_user_id_key,"CREATE UNIQUE INDEX safety_drill_participants_drill_id_user_id_key ON public.safety_drill_participants USING btree (drill_id, user_id)"
safety_drill_participants,safety_drill_participants_pkey,CREATE UNIQUE INDEX safety_drill_participants_pkey ON public.safety_drill_participants USING btree (id)
safety_drill_runs,idx_safety_drill_runs_finished_at,CREATE INDEX idx_safety_drill_runs_finished_at ON public.safety_drill_runs USING btree (finished_at DESC)
safety_drill_runs,safety_drill_runs_pkey,CREATE UNIQUE INDEX safety_drill_runs_pkey ON public.safety_drill_runs USING btree (id)
safety_emergency_contacts,idx_safety_emergency_contacts_active,"CREATE INDEX idx_safety_emergency_contacts_active ON public.safety_emergency_contacts USING btree (is_active, sort_order)"
safety_emergency_contacts,safety_emergency_contacts_pkey,CREATE UNIQUE INDEX safety_emergency_contacts_pkey ON public.safety_emergency_contacts USING btree (id)
safety_emergency_drills,idx_safety_drills_bu,CREATE INDEX idx_safety_drills_bu ON public.safety_emergency_drills USING btree (business_unit_id)
safety_emergency_drills,idx_safety_drills_scheduled_at,CREATE INDEX idx_safety_drills_scheduled_at ON public.safety_emergency_drills USING btree (scheduled_at DESC)
safety_emergency_drills,idx_safety_drills_status,CREATE INDEX idx_safety_drills_status ON public.safety_emergency_drills USING btree (status)
safety_emergency_drills,safety_emergency_drills_drill_code_key,CREATE UNIQUE INDEX safety_emergency_drills_drill_code_key ON public.safety_emergency_drills USING btree (drill_code)
safety_emergency_drills,safety_emergency_drills_pkey,CREATE UNIQUE INDEX safety_emergency_drills_pkey ON public.safety_emergency_drills USING btree (id)
safety_incident_evidence,idx_safety_evidence_compression_pending,"CREATE INDEX idx_safety_evidence_compression_pending ON public.safety_incident_evidence USING btree (compression_status, uploaded_at) WHERE (compression_status = ANY (ARRAY['pending'::text, 'failed'::text]))"
safety_incident_evidence,idx_safety_evidence_incident_stage,"CREATE INDEX idx_safety_evidence_incident_stage ON public.safety_incident_evidence USING btree (incident_id, stage)"
safety_incident_evidence,safety_incident_evidence_pkey,CREATE UNIQUE INDEX safety_incident_evidence_pkey ON public.safety_incident_evidence USING btree (id)
safety_incident_progress_logs,idx_safety_progress_incident,"CREATE INDEX idx_safety_progress_incident ON public.safety_incident_progress_logs USING btree (incident_id, created_at)"
safety_incident_progress_logs,safety_incident_progress_logs_pkey,CREATE UNIQUE INDEX safety_incident_progress_logs_pkey ON public.safety_incident_progress_logs USING btree (id)
safety_incident_routing_rules,ix_safety_routing_lookup,"CREATE INDEX ix_safety_routing_lookup ON public.safety_incident_routing_rules USING btree (business_unit_id, department_id, is_active)"
safety_incident_routing_rules,safety_incident_routing_rules_pkey,CREATE UNIQUE INDEX safety_incident_routing_rules_pkey ON public.safety_incident_routing_rules USING btree (id)
safety_incident_routing_rules,uq_safety_routing_active_bu_default,CREATE UNIQUE INDEX uq_safety_routing_active_bu_default ON public.safety_incident_routing_rules USING btree (business_unit_id) WHERE (is_active AND (department_id IS NULL))
safety_incident_routing_rules,uq_safety_routing_active_dept,"CREATE UNIQUE INDEX uq_safety_routing_active_dept ON public.safety_incident_routing_rules USING btree (business_unit_id, department_id) WHERE (is_active AND (department_id IS NOT NULL))"
safety_incident_severities,ix_safety_incident_severities_type,"CREATE INDEX ix_safety_incident_severities_type ON public.safety_incident_severities USING btree (incident_type_id, sort_order)"
safety_incident_severities,safety_incident_severities_incident_type_id_code_key,"CREATE UNIQUE INDEX safety_incident_severities_incident_type_id_code_key ON public.safety_incident_severities USING btree (incident_type_id, code)"
safety_incident_severities,safety_incident_severities_pkey,CREATE UNIQUE INDEX safety_incident_severities_pkey ON public.safety_incident_severities USING btree (id)
safety_incident_sla_rules,safety_incident_sla_rules_pkey,CREATE UNIQUE INDEX safety_incident_sla_rules_pkey ON public.safety_incident_sla_rules USING btree (id)
safety_incident_sla_rules,uq_safety_sla_rules_active_any_priority,"CREATE UNIQUE INDEX uq_safety_sla_rules_active_any_priority ON public.safety_incident_sla_rules USING btree (incident_type_id, severity_id) WHERE (is_active AND (priority IS NULL) AND (incident_type_id IS NOT NULL) AND (severity_id IS NOT NULL))"
